example_idx,question_id,query_type,gold,pred,layer,rank,pos,token,attn_weight
5,13802,ett,no,yes,2,4,150,<|im_start|>,0.055908
5,13802,ett,no,yes,2,5,147,?,0.029297
5,13802,ett,no,yes,3,1,0,<|im_start|>,0.601562
5,13802,ett,no,yes,3,2,23,Ċ,0.075684
5,13802,ett,no,yes,3,3,152,Ċ,0.048828
5,13802,ett,no,yes,3,4,149,Ċ,0.043457
5,13802,ett,no,yes,3,5,151,assistant,0.037598
5,13802,ett,no,yes,4,1,0,<|im_start|>,0.730469
5,13802,ett,no,yes,4,2,151,assistant,0.069824
5,13802,ett,no,yes,4,3,152,Ċ,0.038330
5,13802,ett,no,yes,4,4,149,Ċ,0.031006
5,13802,ett,no,yes,4,5,23,Ċ,0.025879
5,13802,ett,no,yes,5,1,0,<|im_start|>,0.781250
5,13802,ett,no,yes,5,2,152,Ċ,0.070312
5,13802,ett,no,yes,5,3,151,assistant,0.044434
5,13802,ett,no,yes,5,4,150,<|im_start|>,0.021606
5,13802,ett,no,yes,5,5,3,Answer,0.011475
5,13802,ett,no,yes,6,1,0,<|im_start|>,0.574219
5,13802,ett,no,yes,6,2,152,Ċ,0.059570
5,13802,ett,no,yes,6,3,151,assistant,0.049805
5,13802,ett,no,yes,6,4,23,Ċ,0.044678
5,13802,ett,no,yes,6,5,149,Ċ,0.030762
5,13802,ett,no,yes,7,1,0,<|im_start|>,0.621094
5,13802,ett,no,yes,7,2,152,Ċ,0.068359
5,13802,ett,no,yes,7,3,151,assistant,0.030273
5,13802,ett,no,yes,7,4,23,Ċ,0.027588
5,13802,ett,no,yes,7,5,3,Answer,0.021973
5,13802,ett,no,yes,8,1,0,<|im_start|>,0.404297
5,13802,ett,no,yes,8,2,20,Ċ,0.108887
5,13802,ett,no,yes,8,3,152,Ċ,0.071777
5,13802,ett,no,yes,8,4,149,Ċ,0.065918
5,13802,ett,no,yes,8,5,151,assistant,0.040039
5,13802,ett,no,yes,9,1,0,<|im_start|>,0.617188
5,13802,ett,no,yes,9,2,152,Ċ,0.083496
5,13802,ett,no,yes,9,3,149,Ċ,0.080566
5,13802,ett,no,yes,9,4,151,assistant,0.044434
5,13802,ett,no,yes,9,5,20,Ċ,0.034668
5,13802,ett,no,yes,10,1,0,<|im_start|>,0.423828
5,13802,ett,no,yes,10,2,152,Ċ,0.131836
5,13802,ett,no,yes,10,3,149,Ċ,0.103027
5,13802,ett,no,yes,10,4,20,Ċ,0.074219
5,13802,ett,no,yes,10,5,23,Ċ,0.038086
5,13802,ett,no,yes,11,1,0,<|im_start|>,0.496094
5,13802,ett,no,yes,11,2,152,Ċ,0.138672
5,13802,ett,no,yes,11,3,149,Ċ,0.041260
5,13802,ett,no,yes,11,4,20,Ċ,0.026245
5,13802,ett,no,yes,11,5,151,assistant,0.024170
5,13802,ett,no,yes,12,1,0,<|im_start|>,0.365234
5,13802,ett,no,yes,12,2,152,Ċ,0.130859
5,13802,ett,no,yes,12,3,11,no,0.054199
5,13802,ett,no,yes,12,4,149,Ċ,0.054199
5,13802,ett,no,yes,12,5,12,'.,0.046875
5,13802,ett,no,yes,13,1,0,<|im_start|>,0.609375
5,13802,ett,no,yes,13,2,152,Ċ,0.052979
5,13802,ett,no,yes,13,3,149,Ċ,0.050781
5,13802,ett,no,yes,13,4,20,Ċ,0.039551
5,13802,ett,no,yes,13,5,151,assistant,0.038086
5,13802,ett,no,yes,14,1,0,<|im_start|>,0.507812
5,13802,ett,no,yes,14,2,152,Ċ,0.132812
5,13802,ett,no,yes,14,3,149,Ċ,0.085449
5,13802,ett,no,yes,14,4,148,<|im_end|>,0.033691
5,13802,ett,no,yes,14,5,150,<|im_start|>,0.033447
5,13802,ett,no,yes,15,1,0,<|im_start|>,0.447266
5,13802,ett,no,yes,15,2,152,Ċ,0.115234
5,13802,ett,no,yes,15,3,149,Ċ,0.092773
5,13802,ett,no,yes,15,4,23,Ċ,0.047119
5,13802,ett,no,yes,15,5,20,Ċ,0.026489
5,13802,ett,no,yes,16,1,0,<|im_start|>,0.142578
5,13802,ett,no,yes,16,2,152,Ċ,0.123535
5,13802,ett,no,yes,16,3,149,Ċ,0.079590
5,13802,ett,no,yes,16,4,15,.,0.070312
5,13802,ett,no,yes,16,5,20,Ċ,0.063477
5,13802,ett,no,yes,17,1,0,<|im_start|>,0.363281
5,13802,ett,no,yes,17,2,152,Ċ,0.111816
5,13802,ett,no,yes,17,3,20,Ċ,0.083496
5,13802,ett,no,yes,17,4,12,'.,0.061035
5,13802,ett,no,yes,17,5,149,Ċ,0.051514
5,13802,ett,no,yes,18,1,0,<|im_start|>,0.247070
5,13802,ett,no,yes,18,2,152,Ċ,0.176758
5,13802,ett,no,yes,18,3,149,Ċ,0.100098
5,13802,ett,no,yes,18,4,20,Ċ,0.055420
5,13802,ett,no,yes,18,5,12,'.,0.044922
5,13802,ett,no,yes,19,1,0,<|im_start|>,0.320312
5,13802,ett,no,yes,19,2,152,Ċ,0.126953
5,13802,ett,no,yes,19,3,12,'.,0.055664
5,13802,ett,no,yes,19,4,149,Ċ,0.037354
5,13802,ett,no,yes,19,5,23,Ċ,0.030273
5,13802,ett,no,yes,20,1,0,<|im_start|>,0.425781
5,13802,ett,no,yes,20,2,152,Ċ,0.093750
5,13802,ett,no,yes,20,3,149,Ċ,0.041992
5,13802,ett,no,yes,20,4,12,'.,0.031982
5,13802,ett,no,yes,20,5,14,Ġexplanation,0.025269
5,13802,ett,no,yes,21,1,152,Ċ,0.110352
5,13802,ett,no,yes,21,2,7,yes,0.087402
5,13802,ett,no,yes,21,3,0,<|im_start|>,0.076660
5,13802,ett,no,yes,21,4,14,Ġexplanation,0.071777
5,13802,ett,no,yes,21,5,18,.,0.067383
5,13802,ett,no,yes,22,1,0,<|im_start|>,0.292969
5,13802,ett,no,yes,22,2,7,yes,0.095215
5,13802,ett,no,yes,22,3,11,no,0.073242
5,13802,ett,no,yes,22,4,152,Ċ,0.071289
5,13802,ett,no,yes,22,5,8,',0.045654
5,13802,ett,no,yes,23,1,0,<|im_start|>,0.279297
5,13802,ett,no,yes,23,2,152,Ċ,0.130859
5,13802,ett,no,yes,23,3,147,?,0.103516
5,13802,ett,no,yes,23,4,151,assistant,0.086914
5,13802,ett,no,yes,23,5,149,Ċ,0.038330
5,13802,ett,no,yes,24,1,0,<|im_start|>,0.198242
5,13802,ett,no,yes,24,2,147,?,0.185547
5,13802,ett,no,yes,24,3,152,Ċ,0.140625
5,13802,ett,no,yes,24,4,151,assistant,0.083496
5,13802,ett,no,yes,24,5,146,Ġsister,0.046875
5,13802,ett,no,yes,25,1,0,<|im_start|>,0.500000
5,13802,ett,no,yes,25,2,152,Ċ,0.138672
5,13802,ett,no,yes,25,3,7,yes,0.065430
5,13802,ett,no,yes,25,4,151,assistant,0.039062
5,13802,ett,no,yes,25,5,11,no,0.033936
5,13802,ett,no,yes,26,1,0,<|im_start|>,0.267578
5,13802,ett,no,yes,26,2,152,Ċ,0.135742
5,13802,ett,no,yes,26,3,147,?,0.088379
5,13802,ett,no,yes,26,4,7,yes,0.040771
5,13802,ett,no,yes,26,5,151,assistant,0.040527
5,13802,ett,no,yes,27,1,0,<|im_start|>,0.218750
5,13802,ett,no,yes,27,2,152,Ċ,0.155273
5,13802,ett,no,yes,27,3,18,.,0.112793
5,13802,ett,no,yes,27,4,7,yes,0.097168
5,13802,ett,no,yes,27,5,11,no,0.086914
5,13802,ett,no,yes,28,1,0,<|im_start|>,0.414062
5,13802,ett,no,yes,28,2,152,Ċ,0.131836
5,13802,ett,no,yes,28,3,151,assistant,0.092285
5,13802,ett,no,yes,28,4,147,?,0.058838
5,13802,ett,no,yes,28,5,18,.,0.058350
5,13802,ett,no,yes,29,1,0,<|im_start|>,0.417969
5,13802,ett,no,yes,29,2,7,yes,0.096191
5,13802,ett,no,yes,29,3,152,Ċ,0.089355
5,13802,ett,no,yes,29,4,151,assistant,0.078613
5,13802,ett,no,yes,29,5,147,?,0.034668
5,13802,ett,no,yes,30,1,0,<|im_start|>,0.402344
5,13802,ett,no,yes,30,2,11,no,0.119629
5,13802,ett,no,yes,30,3,152,Ċ,0.110352
5,13802,ett,no,yes,30,4,7,yes,0.104004
5,13802,ett,no,yes,30,5,151,assistant,0.071777
5,13802,ett,no,yes,31,1,7,yes,0.170898
5,13802,ett,no,yes,31,2,2,Ċ,0.143555
5,13802,ett,no,yes,31,3,11,no,0.120117
5,13802,ett,no,yes,31,4,9,Ġor,0.101074
5,13802,ett,no,yes,31,5,151,assistant,0.063965
5,13802,ett,no,yes,32,1,2,Ċ,0.212891
5,13802,ett,no,yes,32,2,11,no,0.182617
5,13802,ett,no,yes,32,3,9,Ġor,0.164062
5,13802,ett,no,yes,32,4,7,yes,0.125977
5,13802,ett,no,yes,32,5,152,Ċ,0.034180
5,13802,ett,no,yes,33,1,2,Ċ,0.312500
5,13802,ett,no,yes,33,2,9,Ġor,0.205078
5,13802,ett,no,yes,33,3,11,no,0.095215
5,13802,ett,no,yes,33,4,7,yes,0.056641
5,13802,ett,no,yes,33,5,25,Ġa,0.039551
5,13802,ett,no,yes,34,1,152,Ċ,0.247070
5,13802,ett,no,yes,34,2,9,Ġor,0.182617
5,13802,ett,no,yes,34,3,2,Ċ,0.142578
5,13802,ett,no,yes,34,4,151,assistant,0.127930
5,13802,ett,no,yes,34,5,150,<|im_start|>,0.033691
5,13802,ett,no,yes,35,1,152,Ċ,0.246094
5,13802,ett,no,yes,35,2,9,Ġor,0.201172
5,13802,ett,no,yes,35,3,2,Ċ,0.180664
5,13802,ett,no,yes,35,4,151,assistant,0.078125
5,13802,ett,no,yes,35,5,150,<|im_start|>,0.026611
6,6176,ate,yes,yes,0,1,138,Ċ,0.275391
6,6176,ate,yes,yes,0,2,135,Ċ,0.082031
6,6176,ate,yes,yes,0,3,137,assistant,0.036865
6,6176,ate,yes,yes,0,4,133,?,0.034424
6,6176,ate,yes,yes,0,5,3,Answer,0.031494
6,6176,ate,yes,yes,1,1,135,Ċ,0.144531
6,6176,ate,yes,yes,1,2,138,Ċ,0.141602
6,6176,ate,yes,yes,1,3,137,assistant,0.071777
6,6176,ate,yes,yes,1,4,133,?,0.048096
6,6176,ate,yes,yes,1,5,136,<|im_start|>,0.043945
6,6176,ate,yes,yes,2,1,138,Ċ,0.195312
6,6176,ate,yes,yes,2,2,137,assistant,0.176758
6,6176,ate,yes,yes,2,3,135,Ċ,0.153320
6,6176,ate,yes,yes,2,4,136,<|im_start|>,0.057861
6,6176,ate,yes,yes,2,5,133,?,0.029053
6,6176,ate,yes,yes,3,1,0,<|im_start|>,0.621094
6,6176,ate,yes,yes,3,2,23,Ċ,0.065918
6,6176,ate,yes,yes,3,3,138,Ċ,0.046875
6,6176,ate,yes,yes,3,4,137,assistant,0.042969
6,6176,ate,yes,yes,3,5,135,Ċ,0.042480
6,6176,ate,yes,yes,4,1,0,<|im_start|>,0.730469
6,6176,ate,yes,yes,4,2,137,assistant,0.076172
6,6176,ate,yes,yes,4,3,138,Ċ,0.040283
6,6176,ate,yes,yes,4,4,135,Ċ,0.032227
6,6176,ate,yes,yes,4,5,23,Ċ,0.026123
6,6176,ate,yes,yes,5,1,0,<|im_start|>,0.789062
6,6176,ate,yes,yes,5,2,138,Ċ,0.073730
6,6176,ate,yes,yes,5,3,137,assistant,0.042969
6,6176,ate,yes,yes,5,4,136,<|im_start|>,0.020386
6,6176,ate,yes,yes,5,5,3,Answer,0.009521
6,6176,ate,yes,yes,6,1,0,<|im_start|>,0.585938
6,6176,ate,yes,yes,6,2,138,Ċ,0.059326
6,6176,ate,yes,yes,6,3,23,Ċ,0.046875
6,6176,ate,yes,yes,6,4,137,assistant,0.045898
6,6176,ate,yes,yes,6,5,135,Ċ,0.031738
6,6176,ate,yes,yes,7,1,0,<|im_start|>,0.644531
6,6176,ate,yes,yes,7,2,138,Ċ,0.073242
6,6176,ate,yes,yes,7,3,137,assistant,0.027710
6,6176,ate,yes,yes,7,4,3,Answer,0.022461
6,6176,ate,yes,yes,7,5,23,Ċ,0.021484
6,6176,ate,yes,yes,8,1,0,<|im_start|>,0.398438
6,6176,ate,yes,yes,8,2,20,Ċ,0.102539
6,6176,ate,yes,yes,8,3,138,Ċ,0.068359
6,6176,ate,yes,yes,8,4,135,Ċ,0.067871
6,6176,ate,yes,yes,8,5,137,assistant,0.044434
6,6176,ate,yes,yes,9,1,0,<|im_start|>,0.609375
6,6176,ate,yes,yes,9,2,138,Ċ,0.085449
6,6176,ate,yes,yes,9,3,135,Ċ,0.080566
6,6176,ate,yes,yes,9,4,137,assistant,0.046875
6,6176,ate,yes,yes,9,5,20,Ċ,0.039307
6,6176,ate,yes,yes,10,1,0,<|im_start|>,0.425781
6,6176,ate,yes,yes,10,2,138,Ċ,0.133789
6,6176,ate,yes,yes,10,3,135,Ċ,0.088379
6,6176,ate,yes,yes,10,4,20,Ċ,0.078125
6,6176,ate,yes,yes,10,5,23,Ċ,0.036377
6,6176,ate,yes,yes,11,1,0,<|im_start|>,0.507812
6,6176,ate,yes,yes,11,2,138,Ċ,0.133789
6,6176,ate,yes,yes,11,3,135,Ċ,0.040283
6,6176,ate,yes,yes,11,4,137,assistant,0.025269
6,6176,ate,yes,yes,11,5,20,Ċ,0.025269
6,6176,ate,yes,yes,12,1,0,<|im_start|>,0.367188
6,6176,ate,yes,yes,12,2,138,Ċ,0.138672
6,6176,ate,yes,yes,12,3,135,Ċ,0.058105
6,6176,ate,yes,yes,12,4,11,no,0.050781
6,6176,ate,yes,yes,12,5,12,'.,0.047852
6,6176,ate,yes,yes,13,1,0,<|im_start|>,0.609375
6,6176,ate,yes,yes,13,2,138,Ċ,0.054443
6,6176,ate,yes,yes,13,3,135,Ċ,0.048584
6,6176,ate,yes,yes,13,4,137,assistant,0.038330
6,6176,ate,yes,yes,13,5,20,Ċ,0.037842
6,6176,ate,yes,yes,14,1,0,<|im_start|>,0.500000
6,6176,ate,yes,yes,14,2,138,Ċ,0.135742
6,6176,ate,yes,yes,14,3,135,Ċ,0.091797
6,6176,ate,yes,yes,14,4,134,<|im_end|>,0.029907
6,6176,ate,yes,yes,14,5,136,<|im_start|>,0.029175
6,6176,ate,yes,yes,15,1,0,<|im_start|>,0.445312
6,6176,ate,yes,yes,15,2,138,Ċ,0.113770
6,6176,ate,yes,yes,15,3,135,Ċ,0.088867
6,6176,ate,yes,yes,15,4,23,Ċ,0.045898
6,6176,ate,yes,yes,15,5,20,Ċ,0.029419
6,6176,ate,yes,yes,16,1,0,<|im_start|>,0.141602
6,6176,ate,yes,yes,16,2,138,Ċ,0.119629
6,6176,ate,yes,yes,16,3,135,Ċ,0.074707
6,6176,ate,yes,yes,16,4,20,Ċ,0.068359
6,6176,ate,yes,yes,16,5,15,.,0.067383
6,6176,ate,yes,yes,17,1,0,<|im_start|>,0.343750
6,6176,ate,yes,yes,17,2,138,Ċ,0.108398
6,6176,ate,yes,yes,17,3,20,Ċ,0.093750
6,6176,ate,yes,yes,17,4,12,'.,0.060303
6,6176,ate,yes,yes,17,5,135,Ċ,0.054443
6,6176,ate,yes,yes,18,1,0,<|im_start|>,0.232422
6,6176,ate,yes,yes,18,2,138,Ċ,0.166992
6,6176,ate,yes,yes,18,3,135,Ċ,0.102539
6,6176,ate,yes,yes,18,4,20,Ċ,0.067383
6,6176,ate,yes,yes,18,5,12,'.,0.046387
6,6176,ate,yes,yes,19,1,0,<|im_start|>,0.300781
6,6176,ate,yes,yes,19,2,138,Ċ,0.125000
6,6176,ate,yes,yes,19,3,12,'.,0.052490
6,6176,ate,yes,yes,19,4,135,Ċ,0.036377
6,6176,ate,yes,yes,19,5,23,Ċ,0.032959
6,6176,ate,yes,yes,20,1,0,<|im_start|>,0.416016
6,6176,ate,yes,yes,20,2,138,Ċ,0.097168
6,6176,ate,yes,yes,20,3,135,Ċ,0.039307
6,6176,ate,yes,yes,20,4,12,'.,0.034668
6,6176,ate,yes,yes,20,5,14,Ġexplanation,0.030396
6,6176,ate,yes,yes,21,1,138,Ċ,0.111328
6,6176,ate,yes,yes,21,2,7,yes,0.090332
6,6176,ate,yes,yes,21,3,133,?,0.082520
6,6176,ate,yes,yes,21,4,18,.,0.071777
6,6176,ate,yes,yes,21,5,14,Ġexplanation,0.068848
6,6176,ate,yes,yes,22,1,0,<|im_start|>,0.316406
6,6176,ate,yes,yes,22,2,7,yes,0.090820
6,6176,ate,yes,yes,22,3,138,Ċ,0.076172
6,6176,ate,yes,yes,22,4,11,no,0.070801
6,6176,ate,yes,yes,22,5,8,',0.045654
6,6176,ate,yes,yes,23,1,0,<|im_start|>,0.296875
6,6176,ate,yes,yes,23,2,138,Ċ,0.130859
6,6176,ate,yes,yes,23,3,133,?,0.098145
6,6176,ate,yes,yes,23,4,137,assistant,0.083984
6,6176,ate,yes,yes,23,5,127,Ġincrease,0.032715
6,6176,ate,yes,yes,24,1,0,<|im_start|>,0.200195
6,6176,ate,yes,yes,24,2,133,?,0.148438
6,6176,ate,yes,yes,24,3,138,Ċ,0.137695
6,6176,ate,yes,yes,24,4,137,assistant,0.081543
6,6176,ate,yes,yes,24,5,132,Ġacceptance,0.073730
6,6176,ate,yes,yes,25,1,0,<|im_start|>,0.523438
6,6176,ate,yes,yes,25,2,138,Ċ,0.126953
6,6176,ate,yes,yes,25,3,7,yes,0.072266
6,6176,ate,yes,yes,25,4,137,assistant,0.039551
6,6176,ate,yes,yes,25,5,11,no,0.039062
6,6176,ate,yes,yes,26,1,0,<|im_start|>,0.287109
6,6176,ate,yes,yes,26,2,138,Ċ,0.128906
6,6176,ate,yes,yes,26,3,133,?,0.083984
6,6176,ate,yes,yes,26,4,127,Ġincrease,0.047363
6,6176,ate,yes,yes,26,5,7,yes,0.042236
6,6176,ate,yes,yes,27,1,0,<|im_start|>,0.248047
6,6176,ate,yes,yes,27,2,138,Ċ,0.138672
6,6176,ate,yes,yes,27,3,7,yes,0.107910
6,6176,ate,yes,yes,27,4,18,.,0.105957
6,6176,ate,yes,yes,27,5,11,no,0.069824
6,6176,ate,yes,yes,28,1,0,<|im_start|>,0.417969
6,6176,ate,yes,yes,28,2,138,Ċ,0.118652
6,6176,ate,yes,yes,28,3,137,assistant,0.083496
6,6176,ate,yes,yes,28,4,133,?,0.069336
6,6176,ate,yes,yes,28,5,18,.,0.062500
6,6176,ate,yes,yes,29,1,0,<|im_start|>,0.447266
6,6176,ate,yes,yes,29,2,7,yes,0.105469
6,6176,ate,yes,yes,29,3,138,Ċ,0.095703
6,6176,ate,yes,yes,29,4,137,assistant,0.062988
6,6176,ate,yes,yes,29,5,133,?,0.042969
6,6176,ate,yes,yes,30,1,0,<|im_start|>,0.410156
6,6176,ate,yes,yes,30,2,11,no,0.119141
6,6176,ate,yes,yes,30,3,138,Ċ,0.118164
6,6176,ate,yes,yes,30,4,7,yes,0.108887
6,6176,ate,yes,yes,30,5,137,assistant,0.066895
6,6176,ate,yes,yes,31,1,7,yes,0.213867
6,6176,ate,yes,yes,31,2,2,Ċ,0.153320
6,6176,ate,yes,yes,31,3,9,Ġor,0.103516
6,6176,ate,yes,yes,31,4,11,no,0.080078
6,6176,ate,yes,yes,31,5,137,assistant,0.063477
6,6176,ate,yes,yes,32,1,2,Ċ,0.216797
6,6176,ate,yes,yes,32,2,11,no,0.183594
6,6176,ate,yes,yes,32,3,9,Ġor,0.166016
6,6176,ate,yes,yes,32,4,7,yes,0.149414
6,6176,ate,yes,yes,32,5,20,Ċ,0.029907
6,6176,ate,yes,yes,33,1,2,Ċ,0.326172
6,6176,ate,yes,yes,33,2,9,Ġor,0.212891
6,6176,ate,yes,yes,33,3,11,no,0.091309
6,6176,ate,yes,yes,33,4,7,yes,0.064941
6,6176,ate,yes,yes,33,5,25,Ġa,0.042969
6,6176,ate,yes,yes,34,1,138,Ċ,0.249023
6,6176,ate,yes,yes,34,2,9,Ġor,0.186523
6,6176,ate,yes,yes,34,3,2,Ċ,0.144531
6,6176,ate,yes,yes,34,4,137,assistant,0.136719
6,6176,ate,yes,yes,34,5,136,<|im_start|>,0.035889
6,6176,ate,yes,yes,35,1,138,Ċ,0.261719
6,6176,ate,yes,yes,35,2,9,Ġor,0.200195
6,6176,ate,yes,yes,35,3,2,Ċ,0.197266
6,6176,ate,yes,yes,35,4,137,assistant,0.092773
6,6176,ate,yes,yes,35,5,136,<|im_start|>,0.028076
7,20521,nde,no,no,0,1,337,Ċ,0.273438
7,20521,nde,no,no,0,2,334,Ċ,0.080078
7,20521,nde,no,no,0,3,336,assistant,0.033936
7,20521,nde,no,no,0,4,332,?,0.030762
7,20521,nde,no,no,0,5,330,'s,0.015991
7,20521,nde,no,no,1,1,334,Ċ,0.143555
7,20521,nde,no,no,1,2,337,Ċ,0.141602
7,20521,nde,no,no,1,3,336,assistant,0.059814
7,20521,nde,no,no,1,4,332,?,0.043701
7,20521,nde,no,no,1,5,335,<|im_start|>,0.037354
7,20521,nde,no,no,2,1,337,Ċ,0.209961
7,20521,nde,no,no,2,2,336,assistant,0.175781
7,20521,nde,no,no,2,3,334,Ċ,0.159180
7,20521,nde,no,no,2,4,335,<|im_start|>,0.060791
7,20521,nde,no,no,2,5,3,Answer,0.034668
7,20521,nde,no,no,3,1,0,<|im_start|>,0.628906
7,20521,nde,no,no,3,2,337,Ċ,0.055420
7,20521,nde,no,no,3,3,336,assistant,0.051514
7,20521,nde,no,no,3,4,23,Ċ,0.051025
7,20521,nde,no,no,3,5,334,Ċ,0.045166
7,20521,nde,no,no,4,1,0,<|im_start|>,0.722656
7,20521,nde,no,no,4,2,336,assistant,0.071777
7,20521,nde,no,no,4,3,337,Ċ,0.042236
7,20521,nde,no,no,4,4,334,Ċ,0.034180
7,20521,nde,no,no,4,5,23,Ċ,0.024902
7,20521,nde,no,no,5,1,0,<|im_start|>,0.765625
7,20521,nde,no,no,5,2,337,Ċ,0.073242
7,20521,nde,no,no,5,3,336,assistant,0.043213
7,20521,nde,no,no,5,4,335,<|im_start|>,0.022705
7,20521,nde,no,no,5,5,3,Answer,0.012451
7,20521,nde,no,no,6,1,0,<|im_start|>,0.570312
7,20521,nde,no,no,6,2,337,Ċ,0.061279
7,20521,nde,no,no,6,3,336,assistant,0.050537
7,20521,nde,no,no,6,4,23,Ċ,0.045166
7,20521,nde,no,no,6,5,334,Ċ,0.034912
7,20521,nde,no,no,7,1,0,<|im_start|>,0.636719
7,20521,nde,no,no,7,2,337,Ċ,0.079590
7,20521,nde,no,no,7,3,336,assistant,0.034668
7,20521,nde,no,no,7,4,23,Ċ,0.028076
7,20521,nde,no,no,7,5,3,Answer,0.024536
7,20521,nde,no,no,8,1,0,<|im_start|>,0.388672
7,20521,nde,no,no,8,2,20,Ċ,0.112305
7,20521,nde,no,no,8,3,337,Ċ,0.069824
7,20521,nde,no,no,8,4,334,Ċ,0.061768
7,20521,nde,no,no,8,5,336,assistant,0.043213
7,20521,nde,no,no,9,1,0,<|im_start|>,0.605469
7,20521,nde,no,no,9,2,337,Ċ,0.100098
7,20521,nde,no,no,9,3,334,Ċ,0.078613
7,20521,nde,no,no,9,4,336,assistant,0.043701
7,20521,nde,no,no,9,5,20,Ċ,0.032471
7,20521,nde,no,no,10,1,0,<|im_start|>,0.431641
7,20521,nde,no,no,10,2,337,Ċ,0.144531
7,20521,nde,no,no,10,3,334,Ċ,0.081055
7,20521,nde,no,no,10,4,20,Ċ,0.079590
7,20521,nde,no,no,10,5,23,Ċ,0.032715
7,20521,nde,no,no,11,1,0,<|im_start|>,0.500000
7,20521,nde,no,no,11,2,337,Ċ,0.133789
7,20521,nde,no,no,11,3,334,Ċ,0.044678
7,20521,nde,no,no,11,4,20,Ċ,0.029053
7,20521,nde,no,no,11,5,336,assistant,0.024536
7,20521,nde,no,no,12,1,0,<|im_start|>,0.367188
7,20521,nde,no,no,12,2,337,Ċ,0.143555
7,20521,nde,no,no,12,3,334,Ċ,0.069824
7,20521,nde,no,no,12,4,11,no,0.043213
7,20521,nde,no,no,12,5,12,'.,0.040527
7,20521,nde,no,no,13,1,0,<|im_start|>,0.613281
7,20521,nde,no,no,13,2,337,Ċ,0.059814
7,20521,nde,no,no,13,3,334,Ċ,0.057373
7,20521,nde,no,no,13,4,336,assistant,0.040771
7,20521,nde,no,no,13,5,20,Ċ,0.039307
7,20521,nde,no,no,14,1,0,<|im_start|>,0.494141
7,20521,nde,no,no,14,2,337,Ċ,0.141602
7,20521,nde,no,no,14,3,334,Ċ,0.089355
7,20521,nde,no,no,14,4,335,<|im_start|>,0.034424
7,20521,nde,no,no,14,5,336,assistant,0.028320
7,20521,nde,no,no,15,1,0,<|im_start|>,0.458984
7,20521,nde,no,no,15,2,337,Ċ,0.118652
7,20521,nde,no,no,15,3,334,Ċ,0.106934
7,20521,nde,no,no,15,4,23,Ċ,0.038574
7,20521,nde,no,no,15,5,335,<|im_start|>,0.028076
7,20521,nde,no,no,16,1,0,<|im_start|>,0.139648
7,20521,nde,no,no,16,2,337,Ċ,0.124023
7,20521,nde,no,no,16,3,15,.,0.075684
7,20521,nde,no,no,16,4,334,Ċ,0.074219
7,20521,nde,no,no,16,5,20,Ċ,0.067383
7,20521,nde,no,no,17,1,0,<|im_start|>,0.359375
7,20521,nde,no,no,17,2,337,Ċ,0.113281
7,20521,nde,no,no,17,3,20,Ċ,0.077637
7,20521,nde,no,no,17,4,334,Ċ,0.057861
7,20521,nde,no,no,17,5,12,'.,0.054932
7,20521,nde,no,no,18,1,0,<|im_start|>,0.236328
7,20521,nde,no,no,18,2,337,Ċ,0.176758
7,20521,nde,no,no,18,3,334,Ċ,0.108398
7,20521,nde,no,no,18,4,20,Ċ,0.056152
7,20521,nde,no,no,18,5,12,'.,0.047607
7,20521,nde,no,no,19,1,0,<|im_start|>,0.320312
7,20521,nde,no,no,19,2,337,Ċ,0.129883
7,20521,nde,no,no,19,3,12,'.,0.062256
7,20521,nde,no,no,19,4,7,yes,0.037354
7,20521,nde,no,no,19,5,334,Ċ,0.037109
7,20521,nde,no,no,20,1,0,<|im_start|>,0.451172
7,20521,nde,no,no,20,2,337,Ċ,0.093262
7,20521,nde,no,no,20,3,334,Ċ,0.038086
7,20521,nde,no,no,20,4,12,'.,0.029297
7,20521,nde,no,no,20,5,7,yes,0.021851
7,20521,nde,no,no,21,1,337,Ċ,0.125977
7,20521,nde,no,no,21,2,7,yes,0.093262
7,20521,nde,no,no,21,3,11,no,0.077148
7,20521,nde,no,no,21,4,332,?,0.074707
7,20521,nde,no,no,21,5,0,<|im_start|>,0.065430
7,20521,nde,no,no,22,1,0,<|im_start|>,0.304688
7,20521,nde,no,no,22,2,337,Ċ,0.087402
7,20521,nde,no,no,22,3,7,yes,0.084961
7,20521,nde,no,no,22,4,11,no,0.068359
7,20521,nde,no,no,22,5,8,',0.050049
7,20521,nde,no,no,23,1,0,<|im_start|>,0.289062
7,20521,nde,no,no,23,2,337,Ċ,0.136719
7,20521,nde,no,no,23,3,336,assistant,0.085449
7,20521,nde,no,no,23,4,332,?,0.078613
7,20521,nde,no,no,23,5,334,Ċ,0.032227
7,20521,nde,no,no,24,1,0,<|im_start|>,0.192383
7,20521,nde,no,no,24,2,332,?,0.169922
7,20521,nde,no,no,24,3,337,Ċ,0.136719
7,20521,nde,no,no,24,4,336,assistant,0.087891
7,20521,nde,no,no,24,5,17,Ġpunctuation,0.041504
7,20521,nde,no,no,25,1,0,<|im_start|>,0.503906
7,20521,nde,no,no,25,2,337,Ċ,0.139648
7,20521,nde,no,no,25,3,7,yes,0.071777
7,20521,nde,no,no,25,4,11,no,0.039307
7,20521,nde,no,no,25,5,336,assistant,0.029419
7,20521,nde,no,no,26,1,0,<|im_start|>,0.269531
7,20521,nde,no,no,26,2,337,Ċ,0.117676
